DateOp,ShiftID,Loader,Hauler,Sector,NominalWeight,PayLoadWeight,MaterialDesc,DumpDateOpKey,DateTimeStart,LoaderKey,UnitKey
00:00.0,N,S99,T420,X4K,350,399.187206,Inpit stockpile,20211101,2021-11-02 02:46:01.00 -07:00,548,482
00:00.0,N,S99,T418,X4K,350,387.090627,Inpit stockpile,20211101,2021-11-02 03:47:36.00 -07:00,548,477
00:00.0,N,S99,T492,X4K,350,270.523561,Inpit stockpile,20211101,2021-11-02 03:53:16.00 -07:00,548,418
00:00.0,N,S99,T1202,X4K,350,400.286909,Inpit stockpile,20211101,2021-11-02 03:57:23.00 -07:00,548,555
00:00.0,N,S99,T404,X4K,350,409.084423,Inpit stockpile,20211101,2021-11-02 03:39:58.00 -07:00,548,263
00:00.0,N,S99,T498,X4K,350,388.19033,Inpit stockpile,20211101,2021-11-02 04:09:40.00 -07:00,548,429
00:00.0,N,S99,T1214,X4K,350,370.595302,Inpit stockpile,20211101,2021-11-02 04:26:18.00 -07:00,548,564
00:00.0,D,S75,T470,X4Y,350,367.296237,Inpit stockpile,20211101,2021-11-01 08:37:19.00 -07:00,156,293
00:00.0,D,S75,T410,X4Y,350,385.990968,Inpit stockpile,20211101,2021-11-01 10:08:19.00 -07:00,156,269
00:00.0,D,S75,T499,X4Y,350,389.1162,Inpit stockpile,20211101,2021-11-01 08:45:43.00 -07:00,156,430
00:00.0,D,S75,T457,X4Y,350,343.103057,Inpit stockpile,20211101,2021-11-01 08:46:32.00 -07:00,156,280
00:00.0,D,S75,T487,X4Y,350,392.589054,Inpit stockpile,20211101,2021-11-01 08:21:54.00 -07:00,156,406
00:00.0,D,S75,T1209,X4Y,350,373.894389,Inpit stockpile,20211101,2021-11-01 09:07:24.00 -07:00,156,565
00:00.0,D,S75,T1214,X4Y,350,368.39594,Inpit stockpile,20211101,2021-11-01 09:52:44.00 -07:00,156,564
00:00.0,D,S75,T426,X4Y,350,374.994059,Inpit stockpile,20211101,2021-11-01 08:37:37.00 -07:00,156,508
00:00.0,D,S75,T1213,X4Y,350,411.283785,Inpit stockpile,20211101,2021-11-01 09:22:21.00 -07:00,156,558
00:00.0,D,S75,T402,X4Y,350,390.389692,Inpit stockpile,20211101,2021-11-01 08:29:04.00 -07:00,156,261
00:00.0,D,S75,T424,X4Y,350,361.797777,Inpit stockpile,20211101,2021-11-01 10:20:57.00 -07:00,156,507
00:00.0,D,S75,T468,X4Y,350,373.894389,Inpit stockpile,20211101,2021-11-01 09:50:42.00 -07:00,156,291
00:00.0,D,S75,T421,X4Y,350,391.540611,Inpit stockpile,20211101,2021-11-01 10:04:50.00 -07:00,156,481
00:00.0,D,S75,T489,X4Y,350,393.68879,Inpit stockpile,20211101,2021-11-01 08:22:50.00 -07:00,156,411
00:00.0,D,S75,T452,X4Y,350,387.090627,Inpit stockpile,20211101,2021-11-01 08:33:56.00 -07:00,156,275
00:00.0,D,S75,T482,X4Y,350,370.595302,Inpit stockpile,20211101,2021-11-01 09:35:04.00 -07:00,156,344
00:00.0,D,S75,T498,X4Y,350,384.891265,Inpit stockpile,20211101,2021-11-01 08:58:44.00 -07:00,156,429
00:00.0,D,S75,T455,X4Y,350,384.891265,Inpit stockpile,20211101,2021-11-01 09:13:42.00 -07:00,156,278
00:00.0,D,S75,T465,X4Y,350,356.299361,Inpit stockpile,20211101,2021-11-01 09:25:10.00 -07:00,156,288
00:00.0,D,S99,T353,X4K,350,397.844062,Inpit stockpile,20211101,2021-11-01 06:43:24.00 -07:00,548,489
00:00.0,D,S75,T1212,X4Y,350,383.79154,Inpit stockpile,20211101,2021-11-01 09:31:27.00 -07:00,156,563
00:00.0,D,S75,T463,X4Y,350,390.389692,Inpit stockpile,20211101,2021-11-01 09:04:02.00 -07:00,156,286
00:00.0,D,S75,T456,X4Y,350,384.891265,Inpit stockpile,20211101,2021-11-01 09:23:03.00 -07:00,156,279
00:00.0,D,S75,T353,X4Y,350,346.6892,Inpit stockpile,20211101,2021-11-01 09:31:05.00 -07:00,156,489
00:00.0,D,S75,T416,X4Y,350,403.585996,Inpit stockpile,20211101,2021-11-01 09:34:52.00 -07:00,156,475
00:00.0,N,S98,T480,X4J,350,362.897447,Inpit stockpile,20211101,2021-11-02 02:35:57.00 -07:00,417,303
00:00.0,D,S99,T472,X4K,350,392.589054,Inpit stockpile,20211101,2021-11-01 07:23:12.00 -07:00,548,295
00:00.0,D,S99,T1213,X4K,350,374.994059,Inpit stockpile,20211101,2021-11-01 06:58:14.00 -07:00,548,558
00:00.0,D,S99,T485,X4K,350,415.682542,Inpit stockpile,20211101,2021-11-01 07:11:09.00 -07:00,548,396
00:00.0,D,S99,T1201,X4K,350,358.498723,Inpit stockpile,20211101,2021-11-01 07:49:09.00 -07:00,548,556
00:00.0,D,S99,T1212,X4K,350,372.794664,Inpit stockpile,20211101,2021-11-01 07:09:51.00 -07:00,548,563
00:00.0,N,S98,T424,X4J,350,376.093751,Inpit stockpile,20211101,2021-11-01 19:41:25.00 -07:00,417,507
00:00.0,N,S98,T356,X4J,350,359.659751,Inpit stockpile,20211101,2021-11-01 19:49:11.00 -07:00,417,632
00:00.0,N,S98,T454,X4J,350,347.501847,Inpit stockpile,20211101,2021-11-01 21:38:46.00 -07:00,417,277
00:00.0,N,S98,T482,X4J,350,392.589054,Inpit stockpile,20211101,2021-11-01 21:44:18.00 -07:00,417,344
00:00.0,N,S98,T478,X4J,350,337.60463,Inpit stockpile,20211101,2021-11-01 19:38:05.00 -07:00,417,301
00:00.0,N,S98,T472,X4J,350,351.900571,Inpit stockpile,20211101,2021-11-01 17:37:53.00 -07:00,417,295
00:00.0,N,S98,T473,X4J,350,370.595302,Inpit stockpile,20211101,2021-11-02 00:11:23.00 -07:00,417,296
00:00.0,N,S98,T481,X4J,350,361.797777,Inpit stockpile,20211101,2021-11-01 23:58:36.00 -07:00,417,340
00:00.0,N,S98,T403,X4J,350,381.592178,Inpit stockpile,20211101,2021-11-02 00:36:34.00 -07:00,417,262
00:00.0,N,S98,T1207,X4J,350,348.601506,Inpit stockpile,20211101,2021-11-02 03:07:39.00 -07:00,417,562
00:00.0,N,S98,T1208,X4J,350,387.090627,Inpit stockpile,20211101,2021-11-01 17:41:59.00 -07:00,417,559
00:00.0,N,S98,T410,X4J,350,382.69187,Inpit stockpile,20211101,2021-11-01 19:34:05.00 -07:00,417,269
00:00.0,N,S98,T418,X4J,350,365.096875,Inpit stockpile,20211101,2021-11-01 18:36:12.00 -07:00,417,477
00:00.0,N,S98,T457,X4J,350,338.704322,Inpit stockpile,20211101,2021-11-01 19:10:37.00 -07:00,417,280
00:00.0,N,S98,T475,X4J,350,383.79154,Inpit stockpile,20211101,2021-11-01 18:04:57.00 -07:00,417,298
00:00.0,N,S98,T487,X4J,350,388.19033,Inpit stockpile,20211101,2021-11-01 18:06:23.00 -07:00,417,406
00:00.0,N,S98,T427,X4J,350,380.492508,Inpit stockpile,20211101,2021-11-01 22:05:32.00 -07:00,417,509
00:00.0,N,S98,T410,X4J,350,385.990968,Inpit stockpile,20211101,2021-11-01 23:50:34.00 -07:00,417,269
00:00.0,N,S98,T490,X4J,350,383.79154,Inpit stockpile,20211101,2021-11-01 19:35:44.00 -07:00,417,413
00:00.0,N,S98,T479,X4J,350,373.894389,Inpit stockpile,20211101,2021-11-01 19:04:58.00 -07:00,417,302
00:00.0,N,S98,T466,X4J,350,362.897447,Inpit stockpile,20211101,2021-11-01 19:05:09.00 -07:00,417,289
00:00.0,N,S98,T1205,X4J,350,384.891265,Inpit stockpile,20211101,2021-11-01 18:59:05.00 -07:00,417,560
00:00.0,N,S98,T477,X4J,350,351.900571,Inpit stockpile,20211101,2021-11-01 20:36:16.00 -07:00,417,300
00:00.0,N,S98,T1212,X4J,350,390.389692,Inpit stockpile,20211101,2021-11-01 18:23:18.00 -07:00,417,563
00:00.0,N,S98,T486,X4J,350,387.090627,Inpit stockpile,20211101,2021-11-01 20:39:31.00 -07:00,417,403
00:00.0,N,S98,T404,X4J,350,387.090627,Crusher ore,20211101,2021-11-01 19:39:17.00 -07:00,417,263
00:00.0,N,S98,T471,X4J,350,339.803992,Inpit stockpile,20211101,2021-11-01 18:40:20.00 -07:00,417,294
00:00.0,N,S98,T474,X4J,350,351.900571,Inpit stockpile,20211101,2021-11-01 19:35:28.00 -07:00,417,297
00:00.0,N,S98,T475,X4J,350,391.489384,Inpit stockpile,20211101,2021-11-01 21:07:06.00 -07:00,417,298
00:00.0,N,S98,T492,X4J,350,370.595302,Crusher ore,20211101,2021-11-01 21:07:15.00 -07:00,417,418
00:00.0,N,S98,T497,X4J,350,392.589054,Inpit stockpile,20211101,2021-11-01 19:25:34.00 -07:00,417,426
00:00.0,N,S98,T484,X4J,350,381.592178,Inpit stockpile,20211101,2021-11-01 21:00:56.00 -07:00,417,393
00:00.0,N,S98,T463,X4J,350,385.990968,Inpit stockpile,20211101,2021-11-01 20:53:18.00 -07:00,417,286
00:00.0,N,S98,T470,X4J,350,388.19033,Inpit stockpile,20211101,2021-11-01 20:03:44.00 -07:00,417,293
00:00.0,N,S98,T479,X4J,350,381.592178,Inpit stockpile,20211101,2021-11-01 22:40:25.00 -07:00,417,302
00:00.0,N,S98,T451,X4J,350,373.894389,Inpit stockpile,20211101,2021-11-01 23:53:19.00 -07:00,417,274
00:00.0,N,S98,T404,X4J,350,383.79154,Inpit stockpile,20211101,2021-11-01 23:53:31.00 -07:00,417,263
00:00.0,N,S98,T423,X4J,350,368.39594,Inpit stockpile,20211101,2021-11-01 23:14:53.00 -07:00,417,503
00:00.0,N,S98,T466,X4J,350,392.589054,Inpit stockpile,20211101,2021-11-01 21:51:43.00 -07:00,417,289
00:00.0,N,S98,T455,X4J,350,384.891265,Inpit stockpile,20211101,2021-11-02 00:51:20.00 -07:00,417,278
00:00.0,N,S98,T485,X4J,350,374.994059,Inpit stockpile,20211101,2021-11-01 23:47:38.00 -07:00,417,396
00:00.0,N,S98,T492,X4J,350,317.81024,Inpit stockpile,20211101,2021-11-02 00:25:42.00 -07:00,417,418
00:00.0,N,S98,T454,X4J,350,344.202749,Inpit stockpile,20211101,2021-11-02 00:52:03.00 -07:00,417,277
00:00.0,N,S98,T410,X4J,350,385.990968,Inpit stockpile,20211101,2021-11-02 02:48:49.00 -07:00,417,269
00:00.0,N,S98,T465,X4J,350,380.492475,Inpit stockpile,20211101,2021-11-02 02:42:17.00 -07:00,417,288
00:00.0,N,S98,T403,X4J,350,377.193421,Inpit stockpile,20211101,2021-11-02 02:31:39.00 -07:00,417,262
00:00.0,N,S98,T486,X4J,350,387.090627,Inpit stockpile,20211101,2021-11-02 01:16:48.00 -07:00,417,403
00:00.0,N,S98,T457,X4J,350,338.704322,Inpit stockpile,20211101,2021-11-02 03:10:51.00 -07:00,417,280
00:00.0,N,S65,T490,X4J,350,368.395896,Inpit stockpile,20211101,2021-11-01 21:54:21.00 -07:00,648,413
00:00.0,D,S65,T472,X4J,350,432.177911,Inpit stockpile,20211101,2021-11-01 10:56:52.00 -07:00,648,295
00:00.0,N,S98,T424,X4J,350,373.894389,Inpit stockpile,20211101,2021-11-02 03:00:17.00 -07:00,417,507
00:00.0,N,S98,T478,X4J,350,334.305532,Inpit stockpile,20211101,2021-11-02 03:13:18.00 -07:00,417,301
00:00.0,N,S98,T1201,X4J,350,367.296237,Inpit stockpile,20211101,2021-11-02 03:16:00.00 -07:00,417,556
00:00.0,N,S65,T454,X4J,350,387.090627,Inpit stockpile,20211101,2021-11-01 18:22:40.00 -07:00,648,277
00:00.0,D,S65,T457,X4J,350,415.682542,Inpit stockpile,20211101,2021-11-01 11:45:56.00 -07:00,648,280
00:00.0,D,S65,T452,X4J,350,412.38351,Inpit stockpile,20211101,2021-11-01 13:24:33.00 -07:00,648,275
00:00.0,N,S65,T353,X4J,350,384.509851,Inpit stockpile,20211101,2021-11-01 17:51:30.00 -07:00,648,489
00:00.0,N,S65,T1208,X4J,350,390.389692,Inpit stockpile,20211101,2021-11-01 22:07:26.00 -07:00,648,559
